,pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
2215,VHgO3,mp-29188,2,-5.88341449,6.2549579277942575,-1.7948979217500003,159.0356879130516,2.2382,3.650004,8.794358635002158,1.0,1.0,-1
2216,V(HgO2)2,mp-29189,14,-5.0565528889285725,7.38473882317758,-1.4862773639285716,928.4400698137707,1.2392999999999998,3.7389919999999996,16.875051000000006,2.0,1.0,-1
2217,Te4MoBr,mp-29190,2,-4.434061496666667,5.638733399494949,-0.2580992816666665,404.1811841368191,0.9629000000000004,6.903042,8.372166514366159,2.0,1.0,-1
2218,P4(S2O)3,mp-29204,11,-5.464322861538461,1.7865563221477312,-1.2160090882142864,677.1760365043965,3.2713,6.965406,13.003086999999999,0.0,1.0,1
2219,Li2Ga,mp-29210,63,-2.5809982183333333,2.9811365329437463,-0.2990178063888891,93.13855110554421,0.0,4.380612999999999,5.210475742485901,2.0,1.0,-1
2220,Tl4PbI6,mp-29212,55,-2.6888710586363644,6.405994983935914,-0.6612951786363636,926.0040008918961,2.3258,4.680317,19.543549,1.0,1.0,-1
2221,Te4P2O13,mp-29215,14,-6.0764981710526325,4.664235115216584,-1.940002037546992,1111.2515256312856,3.0667,4.744667,22.81172153280716,2.0,1.0,1
2222,InTeI,mp-29234,14,-2.903928908333333,4.6906925687373,-0.4309298166666664,522.9712931481207,1.7076,7.8420270000000025,8.73142586907482,2.0,1.0,-1
2223,InTeBr,mp-29236,14,-3.083065793333333,4.644534251969955,-0.5724287266666664,460.95323577181574,1.7355999999999998,7.740100999999999,8.552513147932894,2.0,1.0,-1
2224,Tl2SnSe3,mp-29237,62,-3.6043281185416665,6.677159978558128,-0.4008927438802079,1520.6992184574033,0.9872,8.281911000000001,21.658611999999998,2.0,1.0,-1
2225,GeAsSe,mp-29249,52,-4.433978337083333,4.441143581665362,-0.17462575786458304,677.5695661479848,1.4956,5.147121,12.677036,2.0,1.0,-1
2226,Te6Br2O11,mp-29251,63,-4.971824691315789,5.4415501877635455,-1.348878437828947,672.2055258520409,2.5327,6.968580304367956,15.938436,1.0,1.0,-1
2227,SICl7,mp-29264,14,-2.257340245,2.318449048533271,-0.7269003206605559,1166.4222795089536,1.6611,8.87679,13.049988,0.0,1.0,-1
2228,CuClF10,mp-29279,14,-2.73860303875,2.595601844997353,-1.1087231233466668,369.7544098648206,0.0,5.310968,9.377537,0.0,1.0,-1
2229,TlSbF4,mp-29286,14,-4.551111145416667,5.828476622808098,-2.522302019543333,458.2769028965212,3.8998,7.1076820000000005,8.483202123294308,1.0,1.0,1
2230,TlGeI3,mp-29288,62,-2.7723641760000004,5.686391015996473,-0.4610204400000001,768.288708546055,1.9175000000000004,4.454665,16.567181,1.0,1.0,-1
2231,I2(OF2)3,mp-29291,14,-3.689839544772727,3.6485623337241657,-1.4799920503081816,756.9535917932594,2.3843,8.746055,10.084646648602863,0.0,1.0,-1
2232,B10H13,mp-29292,110,-4.903178555217392,0.9206604319943807,-0.16793967233594187,1748.999133262275,3.3335,14.658356162143011,14.658356162143011,0.0,1.0,1
2233,Ga2CuCl8,mp-29300,14,-3.219450859090909,2.377331433977452,-1.3843412691890908,679.7915232885358,0.5977000000000001,6.910947999999999,12.772314468414136,0.0,1.0,-1
2234,Y2InCl7,mp-29304,62,-4.8553607432499994,3.0571086066536037,-2.4092024638653333,1174.9935054844188,4.0139,6.986001,13.231257999999999,2.0,1.0,1
2235,Si2H6S,mp-29309,60,-4.033004013055557,1.0340410800486115,-0.28166647137166634,1211.2607174476298,4.4872,8.480189999999999,15.493746,0.0,1.0,1
2236,Si2H6Se,mp-29310,96,-3.9245082095833337,1.4549196255026111,-0.17062382225708306,1289.0479610293041,3.7464,9.006994,15.889467000000002,0.0,1.0,1
2237,InI2,mp-29312,52,-2.4467990691666666,4.3617951908551875,-0.5135627491666664,1122.6926677429806,1.7858,8.546789,11.605143,0.0,1.0,-1
2238,Te3SeO8,mp-29320,2,-5.32995596875,5.190835228014803,-1.4223611339453128,377.32330398205545,2.6333,5.026029,11.81086559186684,2.0,1.0,-1
2239,Tl3BS3,mp-29337,11,-4.160711447142857,6.199362196409933,-0.7059514026488094,385.7967862193956,1.4384,5.7898510000000005,9.990775,0.0,1.0,-1
2240,Sb7F29,mp-29369,14,-4.617338646180556,3.896650712732847,-2.6701452417225,2391.993493707019,3.595,8.683518,20.35199856150869,0.0,1.0,1
2241,SbCl3F2,mp-29391,82,-3.5538387637500004,2.6372841408997374,-1.765229690776667,670.2284155338755,1.8445,10.161718908268275,10.161718908268275,0.0,1.0,-1
2242,AlTeI7,mp-29407,7,-2.336512915,3.6578007063632647,-0.38573901888888895,946.9064249104119,1.8899,7.4803039999999985,16.861058448244492,0.0,1.0,-1
2243,AlSeBr7,mp-29408,7,-2.692198589444444,3.0798045389459885,-0.6144238019270831,717.3871229128873,2.1777,6.821401,15.298684523145775,0.0,1.0,-1
2244,Ta3Br7,mp-29412,64,-5.5972821545,5.760291866609792,-0.8941002875000009,1270.9071753308576,1.2682,10.323435941772923,11.941271,2.0,1.0,-1
2245,Hf(Te2Cl3)2,mp-29419,2,-4.0299625,3.7705475306349836,-1.2978262790509092,397.0657562582064,1.3127,7.340541,7.8722948877878665,2.0,1.0,-1
2246,Hf(Se2Cl3)2,mp-29420,138,-4.123056505681818,3.423888764843185,-1.262698267403182,1371.634310106064,1.3131,11.101617999999998,11.129247,2.0,1.0,-1
2247,HfCl4,mp-29422,13,-5.303163919,3.218358436543687,-2.3086453676080003,330.52501428729124,4.1843,6.3237239999999995,7.943159,1.0,1.0,1
2248,TlFeBr4,mp-29423,52,-3.56853609125,4.30951927195203,-0.6719757545833337,893.6997859245662,0.0927,7.7971,10.738095,0.0,1.0,-1
2249,Ta(TeBr3)2,mp-29427,2,-3.7866080222222216,3.992648513593632,-0.6792814966666667,761.5711074211258,1.2144,7.667913,13.49609381357843,1.0,1.0,-1
2250,Ta(TeCl3)2,mp-29428,2,-4.224221731666667,3.489929409313199,-1.3722789149511117,617.4721699805543,1.1770999999999998,7.161927,11.838978026046373,0.0,1.0,-1
2251,PI2,mp-29443,2,-2.881897411666667,3.3323309636323595,-0.06146038119047624,283.8210293778478,2.0584,5.2043029999999995,7.739943935549986,0.0,1.0,-1
2252,Tl3PdCl5,mp-29460,61,-3.2462216709722216,5.457958971857622,-1.1868777116722218,2182.8370574701385,1.634,7.789948,16.769564000000006,2.0,1.0,-1
2253,TaCl4,mp-29465,12,-5.153033571,3.5849223975163063,-1.7783972636080008,299.0052952010604,1.2262,7.39873886127913,8.736717706244148,1.0,1.0,-1
2254,P4(SeO2)3,mp-29467,14,-5.97249444423077,2.500759320742855,-1.5405813141397666,1213.2104479149004,3.4478,8.894584,13.292655101329455,0.0,1.0,1
2255,Pd(Se3Cl)2,mp-29469,14,-3.5118482644444438,3.914041871501498,-0.32706463895361104,552.4487341785014,1.3453999999999997,4.953765,13.270157521675769,1.0,1.0,-1
2256,C2S7Cl6,mp-29477,2,-3.937494501666667,1.6204174049835371,-0.5849880797623338,945.2272187917256,2.8818,6.202286,13.426465346839207,0.0,1.0,-1
2257,MgInBr3,mp-29483,62,-3.0145776040000003,4.155465016565667,-1.162028924,605.5354236290153,2.0596,4.010462,15.658998,1.0,1.0,-1
2258,PdCl2,mp-29487,148,-3.439817745,3.4082060161636316,-0.8772898238400002,518.3784356827584,1.4306,8.622401114920715,8.622401355620719,0.0,1.0,-1
2259,P4SeO7,mp-29489,2,-6.54488934,2.3287255490480114,-1.9724965729482893,449.0199658520253,3.5580000000000003,7.2095160000000025,8.693460454832241,0.0,1.0,1
2260,S2I2O11,mp-29492,14,-5.111870786500001,3.538569700954972,-1.3321157785000006,927.1474252501558,2.6356,9.320915,10.661384,1.0,1.0,-1
2261,Pd(SeBr3)2,mp-29496,2,-2.6762601911111106,3.713193693003347,-0.2325641905208333,332.6110298683977,1.4073,5.041842,9.368149742494833,0.0,1.0,-1
2262,WBr2,mp-29498,64,-5.9035638311111125,5.816491026869925,-0.4929039811111109,1177.2890421860554,2.4659,10.046939025097146,12.122425999999999,2.0,1.0,-1
2263,Ge7F16,mp-29500,9,-4.884790739565218,3.6170387614975215,-2.4895734732191306,745.9761672513043,4.3804,9.997549851316824,10.43556337533916,2.0,1.0,1
2264,Al2Te3,mp-29502,14,-3.83551165125,3.958332583928157,-0.4513007612499997,1465.7932594826043,1.8378,7.281809,15.324957628943613,2.0,1.0,-1
2265,ClF,mp-29504,14,-2.2288974375,2.0909804552380304,-0.8916968822250002,172.9689668179998,2.0897,3.7394010000000004,7.3386580523113345,0.0,1.0,-1
2266,Zn(AsO2)2,mp-29509,14,-5.641034232142857,4.241719484979401,-1.7037996185714286,437.2804037440854,3.5575,4.651061,18.368938491382565,2.0,1.0,1
2267,Hg2TeO3,mp-29510,28,-3.7342011308333336,7.096507766975495,-0.986258119791667,269.92508577819063,2.272,3.814998,11.709466,0.0,1.0,-1
2268,PHF4,mp-29514,14,-4.804572797916667,2.101439347317869,-2.415368954908572,341.28461272541733,7.5495,4.701983,9.981743686755586,0.0,1.0,1
2269,PH2F3,mp-29515,36,-4.5475515775,1.9271697850694285,-1.8551499798969049,155.07026172955526,6.4670000000000005,5.089849604531159,6.278638,0.0,1.0,1
2270,Bi7RhBr8,mp-29516,14,-3.50196095546875,5.9757871885002825,-0.5213384329687498,2450.8832222545257,1.0144,9.491267,18.933118291059877,0.0,1.0,-1
2271,LiAuI4,mp-29520,14,-2.3231521825,5.433153110501896,-0.4433430380555557,434.9282197333332,0.7861000000000002,4.469893,15.084270459341544,2.0,1.0,-1
2272,BrNO3,mp-29526,19,-5.0869483655000005,2.5879157189181594,-0.6216693387260002,364.22402882075437,2.5676,4.315049,11.580252,1.0,1.0,-1
2273,Cl2O,mp-29537,141,-2.649203185833333,1.8770086287350525,-0.39808071175666654,307.5314829975021,1.1474,7.440050542022682,7.440050542022682,0.0,1.0,-1
2274,GaTeI7,mp-29541,7,-2.1779729322222217,3.834836070781217,-0.3069190724999997,940.2077836404789,1.8822,7.435822,16.979286989852373,0.0,1.0,-1
2275,P2SeO3,mp-29543,14,-6.179585238958333,2.486761203785345,-1.6696719711644339,1009.1369742422087,3.2150000000000003,6.832561,12.366096185629196,0.0,1.0,1
2276,Si(PH2)4,mp-29549,14,-4.203797568653847,1.100600915971155,-0.12715520274967018,965.8702748110452,3.9322,7.6201789999999985,11.401647182322387,0.0,1.0,1
2277,WBr5,mp-29554,12,-3.9908110475,4.4934879405855215,-0.4670178524999997,1293.4612257117365,0.0,6.4692499920755875,14.159301512091405,0.0,1.0,-1
2278,MoBr2,mp-29555,64,-5.39663288,4.350222591615392,-0.6901341766666668,1171.4698351942075,2.1220000000000003,10.03231543982689,12.100075,2.0,1.0,-1
2279,Tl2WCl6,mp-29556,225,-4.1269032077777785,5.236190463807357,-1.3263989532844451,255.3904348662015,0.0,7.12152836598451,7.12152836598451,0.0,1.0,-1
2280,Bi3ClO4,mp-29558,15,-5.40761304125,7.65289732718887,-1.6692860685325002,315.2275301728024,2.451,5.792333600279767,10.222507580360556,2.0,1.0,-1
2281,Tl2MoCl6,mp-29562,225,-3.929459891111111,4.676663049507282,-1.36367601884,254.73538782431442,0.0,7.115434519744244,7.115434519744244,0.0,1.0,-1
2282,CuSe2Br,mp-29567,14,-3.39655775625,4.381024655203412,-0.2145687149218749,456.9128894601088,0.8881999999999999,4.99503,12.613941325063472,2.0,1.0,-1
2283,RuS3Cl8,mp-29568,2,-3.3523734283333333,2.3319006362372607,-0.8753595058712502,684.8790714228013,1.8975,8.183145,11.213271518544977,0.0,1.0,-1
2284,Sb4S5Cl2,mp-29573,62,-4.111248850681818,3.6904083279232847,-0.8031891917859088,1292.7751619041353,1.8692,9.565204,12.05958,1.0,1.0,-1
2285,Ta3(Se4Br3)2,mp-29589,2,-5.01423055382353,5.0725602543548245,-0.6988079684558829,1082.8633008244835,0.0,7.7303440000000005,13.040102522173205,1.0,1.0,-1
2286,RePCl9,mp-29592,2,-3.7083789986363636,2.771007209847568,-1.0590633770828577,642.7099578838481,0.20809999999999995,7.2113369999999986,9.87288715223232,0.0,1.0,-1
2287,Re2(PCl8)3,mp-29593,135,-3.5741257197413794,2.514496121404173,-1.118217602636355,3476.8216177260106,0.004499999999999949,13.609827,15.983243,0.0,1.0,-1
2288,Re3(SBr)7,mp-29599,159,-4.932524845588237,3.9762490629582565,-0.6323485865808824,2242.429234049726,1.3262,9.975137208231523,26.022579,0.0,1.0,-1
2289,Ag(TeMo)6,mp-29607,12,-6.899942443076923,6.797392360765508,-0.2256178458974351,354.00351342369964,0.0,9.547293881487306,9.699758110632713,2.0,1.0,-1
2290,B5H8,mp-29611,33,-4.6992445656730775,0.7856920565347503,-0.13656363142641004,1050.2865936999451,5.4263,6.061127,15.183704999999998,0.0,1.0,1
2291,GeSb4Te7,mp-29641,164,-3.7150377125,6.130301643130567,-0.11985943541666624,393.54735533858354,0.5217999999999998,4.324243864759364,24.302223,2.0,1.0,-1
2292,GeBi4Te7,mp-29644,164,-3.723068148333333,7.191415849898384,-0.20754551458333328,416.0370625128009,0.7192999999999996,4.412693910689252,24.671398999999997,2.0,1.0,-1
2293,TaSe3,mp-29652,11,-6.239687043125,7.3918988068673634,-0.6533090273828126,375.4486017639047,0.0,3.519161,10.89654300147712,2.0,1.0,-1
2294,B9H11,mp-29654,56,-4.962281656,0.9489488354674772,-0.17470019536599962,1517.2978363338416,2.9118,10.904469,12.47188,0.0,1.0,-1
2295,Bi2Te2Se,mp-29666,166,-3.814621492,7.096959354542384,-0.30210510046875,175.98043173279194,0.5441999999999996,11.045151392402733,11.045151903711645,2.0,1.0,-1
2296,Ge3Cl8,mp-29688,219,-3.421000627272728,2.105639166157973,-1.2482832291890913,1582.1009012450104,3.2079,13.079256550871765,13.079256550871765,0.0,1.0,1
2297,Nb3TeI7,mp-29689,186,-4.553735368181818,5.577519084407495,-0.5432531540909092,770.8866914021022,0.5139,7.733544376474477,14.883420999999998,2.0,1.0,-1
2298,Tl2Te2O5,mp-29690,14,-4.957978145277779,6.6981107530186055,-1.3759520159722218,737.7486980917014,2.752,7.494025,12.26095,2.0,1.0,-1
2299,Hf(Te4Cl3)2,mp-29708,2,-3.7889495706666665,4.4060648941027525,-0.947169427304,1064.3031833189577,0.9085,7.323272,16.99776138120023,0.0,1.0,-1
2300,Hg3PO4,mp-29709,14,-4.4261687328125,8.159774994708018,-1.5127951288839283,567.1559579363095,0.8446,5.1457489999999995,14.536431901493742,2.0,1.0,-1
2301,Hg4P2O7,mp-29710,13,-4.949524622692309,7.0981571560598855,-1.7371437408379125,456.79174881874366,1.9381,5.038419,12.433704121902295,2.0,1.0,-1
2302,NbTeCl9,mp-29713,2,-3.653938265,2.508260042053468,-1.4240051049400002,714.4389075739807,2.1717,6.7048130000000015,11.821178280158115,1.0,1.0,-1
2303,TeWBr9,mp-29715,11,-3.2311449577272726,3.9133840719418536,-0.4280752977272729,874.594303876335,0.0,7.112906,12.171273,0.0,1.0,-1
2304,TaTeBr9,mp-29716,11,-3.3966588781818183,3.663596224594141,-0.6936209309090909,931.6033352142218,2.2297,7.316396000000001,12.508734,0.0,1.0,-1
2305,B3H5,mp-29721,36,-4.659732446875,0.7625551821344527,-0.13012511944999972,326.4019902497255,3.8757,6.12233820118376,8.898042,0.0,1.0,1
2306,TlClO3,mp-29738,160,-4.120622344,5.072115205708987,-0.8501222714020003,94.23296052646893,4.4344,4.574927649682124,4.574928330334804,0.0,1.0,1
2307,FeAs4F18,mp-29757,14,-4.606019874782608,3.1210415413886388,-2.4345686178878263,742.2076230916133,3.0699,7.497711,13.173936999999999,2.0,1.0,1
2308,CoAs4F18,mp-29758,14,-4.5738152521739135,3.205028174478952,-2.4242198685399994,725.9583486401218,3.4338,7.423508,13.140976,2.0,1.0,1
2309,CuAgTe2,mp-2977,25,-3.3069196875,6.887896844095928,-0.0023285541666671072,102.8484545429176,0.0,3.149479,7.61207,2.0,1.0,-1
2310,B5H9,mp-29783,76,-4.615303121607143,0.7269417763217906,-0.14711820685095234,1153.588431761946,5.9612,10.382752,10.540694,0.0,1.0,1
2311,TlBrO3,mp-29798,160,-4.000538808,5.629236805581325,-0.6534236227500003,98.019158381761,3.659,4.63004023988615,4.630040771099645,0.0,1.0,1
2312,SiH,mp-29803,164,-4.3734163975,1.2770575171443816,-0.0408910568099996,75.65954242971058,2.1403,3.889188339400909,5.7758400000000005,0.0,1.0,-1
2313,GaP2I9,mp-29817,61,-2.5315771586458333,3.594557135271476,-0.2340120952827384,4707.589704927481,1.7115,11.478636,21.713497,0.0,1.0,-1
2314,TaCl5,mp-29831,12,-4.861104356666667,2.9591069436719906,-1.8399322710500008,1206.093242431794,2.8237,6.465477536984412,13.66970662952384,0.0,1.0,-1
2315,Bi2SeO5,mp-29839,39,-5.65274778375,7.127365328882741,-1.5897093535742182,537.6430144444957,2.8776,8.76626423182515,11.613008,2.0,1.0,-1
2316,Bi2Se2Cl7,mp-29843,85,-3.2432460329545454,4.319094537745362,-1.102441631818864,1267.2750687382375,1.4356999999999998,10.520505,10.975319,2.0,1.0,-1
2317,IF3,mp-29848,62,-3.150775396875,4.191037397259628,-1.7043596427674998,291.45299682670014,2.1757,4.728605,9.124425,0.0,1.0,-1
2318,Bi3Se4Br,mp-29857,12,-3.834197574375,6.982215608113427,-0.4228631517968751,486.43835216440254,1.0935,10.773014350268406,12.203231221484337,1.0,1.0,-1
2319,SnBr2,mp-29862,62,-3.2050903375,4.294021769192879,-0.7772820258333333,430.8222404175004,2.5562,4.312206,10.820366,1.0,1.0,-1
2320,AsCl3O,mp-29863,14,-3.6829963185000003,2.264378890092772,-1.149728957706,578.6860997373573,2.5362,6.701063,10.927017029698682,0.0,1.0,-1
2321,SnCl4,mp-29866,14,-3.216733692,2.0829766751450984,-1.4117385396079996,830.7475813259024,3.6854,7.268382000000001,10.887088288743367,0.0,1.0,1
2322,Ir(Cl2F3)2,mp-29870,14,-3.440751903636364,3.0812373434348066,-1.4064668918345455,482.8928545619405,0.0,5.465329,11.415986,0.0,1.0,-1
2323,Re2PCl13,mp-29878,11,-4.0363115421875,2.904883446522355,-1.1236613591219642,988.1052744981488,0.8085,9.185393,11.1719,0.0,1.0,-1
2324,Tl2PdCl4,mp-29889,123,-3.3009030185714288,4.78329558528814,-1.1696756361485716,228.0795369111165,1.4414,4.336921,7.2519100000000005,0.0,1.0,-1
2325,Hg2MoO4,mp-29893,14,-4.968091783571428,6.755863731580996,-1.4102824071428577,551.6734693159854,2.1349,5.289485,11.197145019532078,1.0,1.0,-1
2326,Y2B3C2,mp-29896,65,-7.850752287142857,4.5657904573338515,-0.5043695815476192,85.2005834838902,0.0,3.652185,7.076246095013514,2.0,1.0,-1
2327,TlTeF5,mp-29903,62,-4.2395464403571435,5.323625432675744,-2.4384457862071427,532.7265801534951,4.5124,4.952243,17.127311,0.0,1.0,1
2328,VRe2O9,mp-29931,36,-8.061536358749999,4.6990589823080615,-2.1863738871875,400.97688028026283,1.8881,8.142027979735394,9.179852,2.0,1.0,-1
2329,SbClF10,mp-29940,57,-3.5006746327083333,2.973958697226036,-1.8683118364716669,775.44350024946,2.3509,5.999575,15.438804999999999,0.0,1.0,-1
2330,Sc2C,mp-29941,164,-7.7205350999999975,3.1182969785364856,-0.4232954633333333,54.27524512046594,0.0,3.3251416161856926,5.668273999999999,2.0,1.0,-1
2331,IO2F,mp-29946,19,-4.0098603225,4.5610348194855925,-1.1508869009224996,259.075135405718,2.9217000000000004,5.628217,7.966098,1.0,1.0,-1
2332,Nb3Cl8,mp-29950,164,-5.368837016363636,3.3609496030328194,-1.7020440223709092,555.6719755404166,0.15120000000000022,6.831403647081982,13.7489,2.0,1.0,-1
2333,TlBSe3,mp-29959,9,-4.137438233,5.752470198254597,-0.231682396239583,260.99641033642206,1.0288999999999997,6.239360313770393,7.2700119117669955,1.0,1.0,-1
2334,NOF,mp-29966,19,-5.513960791666666,1.639205503006357,-0.9743981949400004,198.56910400479333,0.014600000000000168,4.221279,10.504636,0.0,1.0,-1
2335,NbSeCl9,mp-29968,14,-3.5719797351136364,2.3038092070168963,-1.30999107072125,2830.8964457495367,2.0713,12.577254,19.743343,0.0,1.0,-1
2336,LiNb6Cl19,mp-29985,51,-5.09183741,3.000147530278175,-1.7710711921258977,1370.4156619685955,0.732,6.881725,28.636496,2.0,1.0,-1
2337,Bi2Te4Cl7,mp-29991,19,-3.195549454134615,4.407731033452569,-0.9547625943515384,3545.9096794604657,1.3356,8.983634,23.447421,1.0,1.0,-1
2338,AsPbF7,mp-29992,2,-4.6188116838888895,5.3845153352231465,-2.583743193703333,256.033098778225,4.2183,4.772202,7.675849503914338,1.0,1.0,1
2339,Sc(IO3)3,mp-30002,148,-5.2221524011538465,4.569537567859798,-1.4440373112499998,414.0240377787824,3.8721,7.5166144183274435,7.516614839564217,2.0,1.0,1
2340,AuSO4,mp-30003,61,-5.389139816458332,4.897038149541343,-1.4342176028125,794.9072364460256,1.6517,8.53191,10.597808,2.0,1.0,-1
2341,Ba(AlCl4)2,mp-30023,13,-4.048882445,2.1263669950406454,-2.2815251446436364,741.7471963289328,5.3911,7.236809,12.802359612022347,2.0,1.0,1
2342,CaI2,mp-30031,164,-3.3262862966666664,3.3852585655729546,-1.6417445933333332,144.15759847606628,3.8983,4.545380389838127,8.056872,2.0,1.0,1
2343,TlIO4,mp-30032,88,-4.312474258333333,5.509519730766773,-0.8344196799999999,238.27369041805198,2.0856,7.865250008654715,7.865250008654715,0.0,1.0,-1
2344,CoBr2,mp-30033,164,-3.78085924,4.346426649084727,-0.3201356149999999,83.56940749218836,0.11960000000000005,3.737885798692224,6.906605,2.0,1.0,-1
2345,MgBr2,mp-30034,164,-3.1324861800000003,3.3293589886915282,-1.507775136666667,91.8275350322254,4.4603,3.884752069799565,7.026122,2.0,1.0,1
2346,Si3CCl7,mp-30051,15,-4.463115287272728,1.7571997978459295,-1.3467807784381824,1301.9648370788914,4.0058,9.367334678103106,18.166190335528913,0.0,1.0,1
2347,TlSbO3,mp-30058,148,-5.569104881,6.525613851104053,-1.72357475575,190.4116888807974,2.4362000000000004,8.146423186665237,8.146423632085494,2.0,1.0,-1
2348,P2Pd3S8,mp-3006,164,-4.9000240815384615,3.0720737560524936,-0.7346289978571434,344.708998396194,1.6807,7.247051883479033,7.578778999999999,2.0,1.0,-1
2349,GeCl4,mp-30086,14,-3.33251898,1.8399246047245448,-1.4048326276079997,774.1750352076317,4.2671,7.028178,10.674458920179186,0.0,1.0,1
2350,TiCl4,mp-30092,14,-4.6479014835,1.5564425852966657,-2.065722298774668,809.4597066131716,3.4737,7.168448,10.750606540100005,0.0,1.0,1
2351,Be2Te7Cl6,mp-30096,58,-3.3804838436666667,3.883058633947352,-0.913481303637333,961.2784044579338,1.34,5.531187,16.820929,2.0,1.0,-1
2352,Bi2Te7Cl8,mp-30097,2,-3.1582644367647057,4.696825388129456,-0.8162654400635293,1127.6563399239046,0.8435999999999999,5.598708,15.518836240903115,1.0,1.0,-1
2353,PdSCl,mp-30099,11,-4.104011797777779,3.6450776331254255,-0.8017709132394452,950.8631856006308,1.1312,8.298007,12.683518,0.0,1.0,-1
2354,AuF5,mp-30103,62,-2.8842249583333337,5.161419262657849,-1.1547862568250002,751.4346136990338,0.7890000000000001,5.024939,15.390607999999999,0.0,1.0,-1
2355,AsCl5,mp-30106,59,-2.756089369166667,1.977334704240596,-0.9346938210500004,423.56582370697447,1.4571999999999998,6.789455,8.063464,0.0,1.0,-1
2356,Sb2(AuF6)3,mp-30109,14,-3.891492099565218,5.305328368281796,-1.9936855991921736,736.4080104795503,0.16720000000000002,8.698363,10.387181636613947,2.0,1.0,-1
2357,Zr(Se2Cl3)2,mp-30113,56,-3.9655574179545456,2.96107630794894,-1.2333344724031825,1390.2677496188699,1.3186,11.097741000000001,11.193748,2.0,1.0,-1
2358,Hg2Mo2O7,mp-30136,13,-5.7145033181818174,6.5907571887885865,-1.627566493522727,355.2771454012889,2.2203,3.99525885,14.531536510326806,2.0,1.0,-1
2359,BeBr2,mp-30139,72,-3.381007663333333,2.7556871884807554,-1.0432523483333336,203.45742333408523,5.3455,7.177752916973738,7.177752916973738,1.0,1.0,1
2360,Be(N3O7)2,mp-30141,43,-6.262736927142857,1.925063385362949,-0.982091091275238,546.9574892383799,1.141,7.5879894974393585,14.260832378971608,0.0,1.0,-1
2361,Be4N6O19,mp-30142,143,-6.407322033793104,1.8509764853691013,-1.4645589823458622,1141.3391386828966,3.5725,6.733461,13.990165862162248,0.0,1.0,1
2362,CaSn2F6,mp-30146,2,-5.196742450555557,4.075584624912455,-3.135848629126667,319.01279155357565,3.6288,4.49578,9.97323499387666,2.0,1.0,1
2363,GaBH6,mp-30150,15,-3.7169249316666666,1.591868367804296,-0.07368652646499996,541.8998150026906,4.8964,8.409711701497978,10.371348833153187,1.0,1.0,1
2364,AuBrF6,mp-30159,4,-2.999273034375,4.522997317373723,-1.3200094240175,286.99550098024207,1.9743,5.603522,9.034947329744098,1.0,1.0,-1
2365,H34C19,mp-30168,4,-5.63340921490566,0.9247965891529348,-0.2473737472279243,942.5793894137787,5.4526,7.7652009999999985,11.346379619602455,0.0,1.0,1
2366,Sb2BrF15,mp-30213,14,-3.9319029040277775,3.4660007533900488,-2.1983928469638894,1165.9224791999038,2.9704,5.3769800000000005,14.872297,1.0,1.0,-1
2367,SbIF10,mp-30214,73,-3.956086777916666,3.851917694174583,-2.301210511825,756.3951588873746,4.1022,12.22101035411234,12.22101035411234,0.0,1.0,1
2368,Si3(Cl4O)2,mp-30224,62,-4.7536830155769225,1.6589165351059394,-2.076907568544616,1601.0816349654556,5.6026,6.654623,21.105076,0.0,1.0,1
2369,HgAsO3,mp-30284,162,-4.914693703999999,6.488267456776308,-1.37473466875,165.59140476458117,1.6293,4.9587195754276125,7.776211,2.0,1.0,-1
2370,Hg2SeO3,mp-30286,14,-3.735840602916667,7.134611542289653,-0.929129167265625,491.68429617535,2.1898,5.2800519999999995,12.28809473212678,1.0,1.0,-1
2371,W6CCl18,mp-30295,190,-5.6223821504,4.142163836077353,-1.2405878663471992,1405.6734650330554,1.1547,9.408411306079524,18.336701,0.0,1.0,-1
2372,KAsO2,mp-30298,57,-5.46615395,3.1251354926310926,-1.900941877625,310.34783147914897,3.8788,5.5130339999999975,7.552111,2.0,1.0,1
2373,HfBrN,mp-30302,166,-8.33988875,7.685253372876929,-1.8243595574600004,117.71427230117693,2.1768,10.506259949927948,10.506260084453363,2.0,1.0,-1
2374,Hf2Au,mp-30383,139,-8.166855926666667,14.868838400454695,-0.43743618,61.86427573289134,0.0,6.305615704223657,6.305615704223657,2.0,1.0,-1
2375,Rb4Sn2Au7,mp-30416,166,-3.0356725323076925,7.842930186819188,-0.35425324153846177,414.5683270868065,0.0,10.715068466226896,10.715068557642736,2.0,1.0,-1
2376,BaCu,mp-30428,194,-3.08261266,4.510555040852099,-0.07352391000000003,295.80170147940703,0.0,4.510180471429164,16.791219,2.0,1.0,-1
2377,Ca3Zn,mp-30485,63,-1.93854357,2.2476893502237187,-0.11940775749999988,274.29720562598305,0.0,6.923153647886922,10.145005000000001,2.0,1.0,-1
2378,TaS3,mp-30527,11,-6.8661803870833324,5.726601602089683,-1.2969935794270846,482.1776801467412,0.0,3.364038,15.094649791756845,2.0,1.0,-1
2379,B5H11,mp-30529,14,-4.4554026321875,0.6585333550016433,-0.1407737491033334,657.0443221329002,4.7471999999999985,7.007060000000001,12.211032040634608,0.0,1.0,1
